Species,BP,ID,Tank,Rep_tank,Treatment,Rate,Time_load,Time_start,Time_end,Acc_time,Acc_time_min,Trial_time,Trial_time_h,CTmax,Date,Age,M1,M2,M3,SL,BW,logBW,BW_centred_all,Mean_BW,CI,Protein,CS,CS_date,LDH,LDH_date
L.calcarifer,LC2,LC2_14_0.5_03,30A,A,30,0.5,7:23:00,9:30:00,11:32:00,2:07:00,127,26:02:00,26.03,41.63,29-Jun-18,14,,,,,0.629,-0.201349355,-8.022677714,,,0.334780228,0.853352,24-Oct-18,47.2546895,24-Oct-18
L.calcarifer,LC2,LC2_14_0.5_04,30B,B,30,0.5,6:56:00,9:30:00,11:37:00,2:34:00,154,26:07:00,26.12,41.47,29-Jun-18,14,,,,,0.501,-0.300162274,-8.150677714,,,0.295534502,0.941708,24-Oct-18,50.466538,24-Oct-18
L.calcarifer,LC2,LC2_14_0.5_05,30B,B,30,0.5,6:55:00,9:30:00,11:38:00,2:35:00,155,26:08:00,26.13,41.21,29-Jun-18,14,,,,,0.513,-0.289882635,-8.138677714,,,0.26209281,0.8871165,26-Oct-18,51.839158,26-Oct-18
L.calcarifer,LC2,LC2_14_0.5_06,28A,A,28,0.5,8:07:00,9:30:00,9:49:00,1:23:00,83,24:19:00,24.32,40.3,29-Jun-18,14,,,,,0.46,-0.337242168,-8.191677714,,,0.319944408,0.7175745,23-Oct-18,32.0705395,23-Oct-18
L.calcarifer,LC2,LC2_14_0.5_07,30B,B,30,0.5,6:51:00,9:30:00,9:52:00,2:39:00,159,24:22:00,24.37,40.26,29-Jun-18,14,,,,,0.066,-1.180456064,-8.585677714,,,0.005844898,,5-Nov-18,145.258836,5-Nov-18
L.calcarifer,LC2,LC2_14_0.5_08,30A,A,30,0.5,7:24:00,9:30:00,9:19:00,2:06:00,126,23:49:00,23.82,40.24,29-Jun-18,14,,,,,0.553,-0.257274869,-8.098677714,,,0.300965242,0.8872015,24-Oct-18,46.465844,24-Oct-18
L.calcarifer,LC2,LC2_14_0.5_09,28A,A,28,0.5,8:02:00,9:30:00,11:03:00,1:28:00,88,25:33:00,25.55,40.91,29-Jun-18,14,,,,,0.198,-0.70333481,-8.453677714,,,0.35829277,0.941332,17-Oct-18,40.87998,17-Oct-18
L.calcarifer,LC2,LC2_14_0.5_10,28B,B,28,0.5,8:45:00,9:30:00,9:05:00,0:45:00,45,23:35:00,23.58,40.11,29-Jun-18,14,,,,,0.057,-1.244125144,-8.594677714,,,0.093966806,0.209897,5-Nov-18,1.0652275,5-Nov-18
L.calcarifer,LC2,LC2_14_0.5_11,28B,B,28,0.5,8:46:00,9:30:00,7:37:00,0:44:00,44,22:07:00,22.12,39.5,29-Jun-18,14,,,,,0.074,-1.13076828,-8.577677714,,,0.093966806,0.209897,5-Nov-18,1.0652275,5-Nov-18
L.calcarifer,LC2,LC2_14_0.5_12,28B,B,28,0.5,8:48:00,9:30:00,10:48:00,0:42:00,42,25:18:00,25.3,40.92,29-Jun-18,14,,,,,0.321,-0.493494968,-8.330677714,,,,,17-Oct-18,,17-Oct-18
L.calcarifer,LC2,LC2_14_1.0_01,28B,B,28,1,8:49:00,9:30:00,22:44:00,0:41:00,41,13:14:00,13.23,41.57,29-Jun-18,14,,,,,0.39,-0.408935393,-8.261677714,,,0.134904792,1.0331025,24-Oct-18,261.2153975,24-Oct-18
L.calcarifer,LC2,LC2_14_1.0_02,30B,B,30,1,7:00:00,9:30:00,22:32:00,2:30:00,150,13:02:00,13.03,41.22,29-Jun-18,14,,,,,0.794,-0.100179498,-7.857677714,,,0.43058698,0.7226595,24-Oct-18,47.9034395,24-Oct-18
L.calcarifer,LC2,LC2_14_1.0_03,30A,A,30,1,7:39:00,9:30:00,22:49:00,1:51:00,111,13:19:00,13.32,41.27,29-Jun-18,14,,,,,0.915,-0.038578906,-7.736677714,,,0.682370142,0.692455,23-Oct-18,34.2995505,23-Oct-18
L.calcarifer,LC2,LC2_14_1.0_04,30B,B,30,1,7:00:00,9:30:00,21:34:00,2:30:00,150,12:04:00,12.07,40.28,29-Jun-18,14,,,,,0.151,-0.821023053,-8.500677714,,,,,26-Oct-18,,26-Oct-18
L.calcarifer,LC2,LC2_14_1.0_05,30A,A,30,1,7:38:00,9:30:00,22:50:00,1:52:00,112,13:20:00,13.33,41.42,29-Jun-18,14,,,,,0.852,-0.069560405,-7.799677714,,,0.482737256,0.8349225,24-Oct-18,45.627597,24-Oct-18
L.calcarifer,LC2,LC2_14_1.0_06,28B,B,28,1,8:50:00,9:30:00,23:02:00,0:40:00,40,13:32:00,13.53,41.56,29-Jun-18,14,,,,,0.397,-0.401209493,-8.254677714,,,0.155099518,1.076249,26-Oct-18,117.68786,26-Oct-18
L.calcarifer,LC2,LC2_14_1.0_07,28A,A,28,1,8:08:00,9:30:00,22:33:00,1:22:00,82,13:03:00,13.05,41.22,29-Jun-18,14,,,,,0.738,-0.131943638,-7.913677714,,,0.323493448,0.864568,26-Oct-18,50.7844925,26-Oct-18
L.calcarifer,LC2,LC2_14_1.0_08,28A,A,28,1,8:09:00,9:30:00,21:36:00,1:21:00,81,12:06:00,12.1,40.29,29-Jun-18,14,,,,,0.654,-0.184422252,-7.997677714,,,0.149423792,0.797513,17-Oct-18,40.4471285,17-Oct-18
L.calcarifer,LC2,LC2_14_1.0_09,28A,A,28,1,8:07:00,9:30:00,22:18:00,1:23:00,83,12:48:00,12.8,40.93,29-Jun-18,14,,,,,0.456,-0.341035157,-8.195677714,,,0.217813196,0.869718,24-Oct-18,56.068559,24-Oct-18
L.calcarifer,LC2,LC2_14_1.0_10,30B,B,30,1,7:02:00,9:30:00,21:48:00,2:28:00,148,12:18:00,12.3,40.21,29-Jun-18,14,,,,,0.252,-0.598599459,-8.399677714,,,0.226327904,0.5315475,23-Oct-18,26.346768,23-Oct-18
L.calcarifer,LC2,LC2_14_1.0_11,28B,B,28,1,8:58:00,9:30:00,20:34:00,0:32:00,32,11:04:00,11.07,39.19,29-Jun-18,14,,,,,0.213,-0.671620397,-8.438677714,,,0.0454876,1.7409495,26-Oct-18,80.1346525,26-Oct-18
L.calcarifer,LC2,LC2_14_1.0_12,30A,A,30,1,7:35:00,9:30:00,22:51:00,1:55:00,115,13:21:00,13.35,41.35,29-Jun-18,14,,,,,0.927,-0.032920266,-7.724677714,,,0.667341516,0.757602,23-Oct-18,31.6544935,23-Oct-18
L.calcarifer,LC2,LC2_14_5.0_01,30B,B,30,5,7:08:00,9:30:00,12:15:00,2:22:00,142,2:45:00,2.75,42.19,29-Jun-18,14,,,,,0.787,-0.104025268,-7.864677714,,,0.48904092,0.752309,23-Oct-18,30.8748315,23-Oct-18
L.calcarifer,LC2,LC2_14_5.0_02,30A,A,30,5,7:43:00,9:30:00,12:15:00,1:47:00,107,2:45:00,2.75,41.85,29-Jun-18,14,,,,,0.397,-0.401209493,-8.254677714,,,0.188455448,1.077521,24-Oct-18,40.7581475,24-Oct-18
L.calcarifer,LC2,LC2_14_5.0_03,28A,A,28,5,8:24:00,9:30:00,12:15:00,1:06:00,66,2:45:00,2.75,42.85,29-Jun-18,14,,,,,0.455,-0.341988603,-8.196677714,,,0.137728526,1.077521,26-Oct-18,66.6846535,26-Oct-18
L.calcarifer,LC2,LC2_14_5.0_04,28B,B,28,5,9:04:00,9:30:00,12:15:00,0:26:00,26,2:45:00,2.75,42.79,29-Jun-18,14,,,,,0.237,-0.625251654,-8.414677714,,,0.091625802,0.740917,24-Oct-18,47.084408,24-Oct-18
L.calcarifer,LC2,LC2_14_5.0_05,30B,B,30,5,7:10:00,9:30:00,12:15:00,2:20:00,140,2:45:00,2.75,41.46,29-Jun-18,14,,,,,1.138,0.056142262,-7.513677714,,,0.44708789,0.812545,26-Oct-18,44.4778655,26-Oct-18
L.calcarifer,LC2,LC2_14_5.0_06,28A,A,28,5,8:17:00,9:30:00,12:15:00,1:13:00,73,2:45:00,2.75,41.66,29-Jun-18,14,,,,,1,0,-7.651677714,,,0.512770668,0.6673635,24-Oct-18,3.1514775,24-Oct-18
L.calcarifer,LC2,LC2_14_5.0_07,,,,5,,,,,,,,,,,,,,,,,,,,0.007070764,,5-Nov-18,,5-Nov-18
L.calcarifer,LC2,LC2_14_5.0_08,30A,A,30,5,7:44:00,9:30:00,12:15:00,1:46:00,106,2:45:00,2.75,42.06,29-Jun-18,14,,,,,0.188,-0.725842151,-8.463677714,,,,,24-Oct-18,,24-Oct-18
L.calcarifer,LC2,LC2_14_5.0_09,30B,B,30,5,7:10:00,9:30:00,12:15:00,2:20:00,140,2:45:00,2.75,42.29,29-Jun-18,14,,,,,1.123,0.050379756,-7.528677714,,,0.741843518,0.664842,23-Oct-18,28.853327,23-Oct-18
L.calcarifer,LC2,LC2_14_5.0_10,30A,A,30,5,7:41:00,9:30:00,12:15:00,1:49:00,109,2:45:00,2.75,42.2,29-Jun-18,14,,,,,0.986,-0.006123085,-7.665677714,,,0.37915527,1.0307465,26-Oct-18,4.166979,26-Oct-18
L.calcarifer,LC2,LC2_14_5.0_11,28B,B,28,5,9:03:00,9:30:00,12:15:00,0:27:00,27,2:45:00,2.75,42.21,29-Jun-18,14,,,,,0.038,-1.420216403,-8.613677714,,,,,5-Nov-18,,5-Nov-18
L.calcarifer,LC2,LC2_14_5.0_12,28A,A,28,5,8:19:00,9:30:00,12:15:00,1:11:00,71,2:45:00,2.75,42.17,29-Jun-18,14,,,,,0.334,-0.476253533,-8.317677714,,,0.315733568,0.4461745,23-Oct-18,23.036935,23-Oct-18
L.calcarifer,LC2,LC2_21_Control_01,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,
L.calcarifer,LC2,LC2_21_Control_02,30B,B,30,Control,6:55:00,9:00:00,11:00:00,2:05:00,125,2:00:00,26,,6-Jul-18,21,,,,7.65,2.24,0.350248018,-6.411677714,,,2.23231654,0.49633,23-Oct-18,47.5057805,23-Oct-18
L.calcarifer,LC2,LC2_21_Control_03,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,
L.calcarifer,LC2,LC2_21_Control_04,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,
L.calcarifer,LC2,LC2_21_Control_05,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,
L.calcarifer,LC2,LC2_21_Control_06,30A,A,30,Control,7:17:00,9:00:00,11:00:00,1:43:00,103,2:00:00,26,,6-Jul-18,21,,,,9.57,3.03,0.481442629,-5.621677714,,,1.872760384,0.4053865,24-Oct-18,33.8860085,24-Oct-18
L.calcarifer,LC2,LC2_21_Control_07,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,
L.calcarifer,LC2,LC2_21_Control_08,30A,A,30,Control,7:18:00,9:00:00,11:00:00,1:42:00,102,2:00:00,26,,6-Jul-18,21,,,,7.76,2.11,0.324282455,-6.541677714,,,0.901708744,0.4876745,24-Oct-18,44.599564,24-Oct-18
L.calcarifer,LC2,LC2_21_Control_09,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,
L.calcarifer,LC2,LC2_21_Control_10,30B,B,30,Control,6:54:00,9:00:00,11:00:00,2:06:00,126,26:00:00,26,,6-Jul-18,21,,,,,1.19,0.075546961,-7.461677714,,,0.308883216,1.26E-02,24-Oct-18,2.746023,24-Oct-18
L.calcarifer,LC2,LC2_21_Control_11,30B,B,30,Control,6:53:00,9:00:00,11:00:00,2:07:00,127,26:00:00,26,,6-Jul-18,21,,,,6.37,1.17,0.068185862,-7.481677714,,,0.579223884,0.834824,24-Oct-18,61.2950255,24-Oct-18
L.calcarifer,LC2,LC2_21_Control_12,30A,A,30,Control,7:17:00,9:00:00,11:00:00,1:43:00,103,26:00:00,26,,6-Jul-18,21,,,,10.87,4.47,0.650307523,-4.181677714,,,1.15208095,0.524251,23-Oct-18,49.4852945,23-Oct-18
L.calcarifer,LC2,LC2_21_0.5_01,28B,B,28,0.5,7:35:00,9:00:00,9:30:00,1:25:00,85,24:30:00,24.5,40.57,6-Jul-18,21,,,,,1.02,0.008600172,-7.631677714,,,0.520390348,0.706807,24-Oct-18,78.4236385,24-Oct-18
L.calcarifer,LC2,LC2_21_0.5_02,30B,B,30,0.5,6:52:00,9:00:00,11:00:00,2:08:00,128,26:00:00,26,41.46,6-Jul-18,21,,,,,2.53,1.403120521,16.64832229,,,1.346026476,0.4350955,1-Nov-18,21.226044,1-Nov-18
L.calcarifer,LC2,LC2_21_0.5_03,30B,B,30,0.5,6:53:00,9:00:00,8:15:00,2:07:00,127,23:15:00,23.25,39.96,6-Jul-18,21,,,,,1.44,0.158362492,-7.211677714,,,0.575569806,0.767185,17-Oct-18,35.260842,17-Oct-18
L.calcarifer,LC2,LC2_21_0.5_04,30A,A,30,0.5,7:15:00,9:00:00,10:30:00,1:45:00,105,25:30:00,25.5,41.01,6-Jul-18,21,,,,,4.96,0.695481676,-3.691677714,,,2.12436144,0.5750575,23-Oct-18,44.8603605,23-Oct-18
L.calcarifer,LC2,LC2_21_0.5_05,30B,B,30,0.5,6:47:00,9:00:00,9:00:00,2:13:00,133,24:00:00,24,40.37,6-Jul-18,21,,,,,2.06,0.31386722,-6.591677714,,,1.017702644,0.442769,24-Oct-18,44.452672,24-Oct-18
L.calcarifer,LC2,LC2_21_0.5_06,28B,B,28,0.5,7:36:00,9:00:00,8:45:00,1:24:00,84,23:45:00,23.75,40.3,6-Jul-18,21,,,,,0.75,-0.124938737,-7.901677714,,,0.523021602,0.4765945,1-Nov-18,16.363817,1-Nov-18
L.calcarifer,LC2,LC2_21_0.5_07,30A,A,30,0.5,7:17:00,9:00:00,10:30:00,1:43:00,103,25:30:00,25.5,41,6-Jul-18,21,,,,,0.91,-0.040958608,-7.741677714,,,0.493795454,0.682754,24-Oct-18,56.882851,24-Oct-18
L.calcarifer,LC2,LC2_21_0.5_08,28B,B,28,0.5,7:35:00,9:00:00,10:15:00,1:25:00,85,25:15:00,25.25,40.88,6-Jul-18,21,,,,,0.47,-0.327902142,-8.181677714,,,0.208049452,0.7351,24-Oct-18,44.511436,24-Oct-18
L.calcarifer,LC2,LC2_21_0.5_09,28A,A,28,0.5,8:06:00,9:00:00,10:15:00,0:54:00,54,25:15:00,25.25,40.96,6-Jul-18,21,,,,,2.24,0.350248018,-6.411677714,,,1.039004982,0.4188815,1-Nov-18,21.152566,1-Nov-18
L.calcarifer,LC2,LC2_21_0.5_10,30A,A,30,0.5,7:14:00,9:00:00,10:30:00,1:46:00,106,25:30:00,25.5,41,6-Jul-18,21,,,,,1.34,0.127104798,-7.311677714,,,0.578196656,0.4709345,24-Oct-18,47.9128815,24-Oct-18
L.calcarifer,LC2,LC2_21_0.5_11,28A,A,28,0.5,8:19:00,9:00:00,9:07:00,0:41:00,41,24:07:00,24.12,40.52,6-Jul-18,21,,,,,3.66,0.563481085,-4.991677714,,,2.007066424,0.50213,23-Oct-18,30.7038875,23-Oct-18
L.calcarifer,LC2,LC2_21_0.5_12,28A,A,28,0.5,8:20:00,9:00:00,9:04:00,0:40:00,40,24:04:00,24.07,40.71,6-Jul-18,21,,,,,3.47,0.540329475,-5.181677714,,,1.741645354,0.415403,1-Nov-18,2.797146,1-Nov-18
L.calcarifer,LC2,LC2_21_1.0_01,28A,A,28,1,8:00:00,9:00:00,21:00:00,1:00:00,60,12:00:00,12,40.53,6-Jul-18,21,,,,,3.47,0.540329475,-5.181677714,,,1.547906606,0.3941635,1-Nov-18,18.6373025,1-Nov-18
L.calcarifer,LC2,LC2_21_1.0_02,30A,A,30,1,7:01:00,9:00:00,21:45:00,1:59:00,119,12:45:00,12.75,41.06,6-Jul-18,21,,,,,11.15,1.047274867,2.498322286,,,3.070562554,0.4755185,1-Nov-18,,1-Nov-18
L.calcarifer,LC2,LC2_21_1.0_03,30A,A,30,1,6:55:00,9:00:00,21:30:00,2:05:00,125,12:30:00,12.5,40.89,6-Jul-18,21,,,,,1.83,0.26245109,-6.821677714,,,1.020719528,0.455104,1-Nov-18,23.9014895,1-Nov-18
L.calcarifer,LC2,LC2_21_1.0_04,30B,B,30,1,6:41:00,9:00:00,21:35:00,2:19:00,139,12:35:00,12.58,40.59,6-Jul-18,21,,,,,4.66,0.668385917,-3.991677714,,,2.046057184,0.4816415,24-Oct-18,37.5409225,24-Oct-18
L.calcarifer,LC2,LC2_21_1.0_05,28B,B,28,1,7:31:00,9:00:00,21:48:00,1:29:00,89,12:48:00,12.8,41.14,6-Jul-18,21,,,,,5.18,0.71432976,-3.471677714,,,2.051874642,0.495795,24-Oct-18,36.0283545,24-Oct-18
L.calcarifer,LC2,LC2_21_1.0_06,28A,A,28,1,8:00:00,9:00:00,22:15:00,1:00:00,60,13:15:00,13.25,41.18,6-Jul-18,21,,,,,3.76,0.575187845,-4.891677714,,,1.658832584,0.625922,23-Oct-18,43.4195255,23-Oct-18
L.calcarifer,LC2,LC2_21_1.0_07,30A,A,30,1,7:00:00,9:00:00,21:15:00,2:00:00,120,12:15:00,12.25,40.44,6-Jul-18,21,,,,,3.81,0.580924976,-4.841677714,,,1.78400828,0.459697,24-Oct-18,40.5663205,24-Oct-18
L.calcarifer,LC2,LC2_21_1.0_08,30B,B,30,1,6:38:00,9:00:00,21:04:00,2:22:00,142,12:04:00,12.07,40.14,6-Jul-18,21,,,,,24.21,1.383994789,15.55832229,,,6.080710774,0.296454,1-Nov-18,1.7508525,1-Nov-18
L.calcarifer,LC2,LC2_21_1.0_09,30B,B,30,1,6:42:00,9:00:00,22:16:00,2:18:00,138,13:16:00,13.27,41.21,6-Jul-18,21,,,,,4.39,0.64246452,-4.261677714,,,1.808203238,0.4940325,24-Oct-18,47.5471225,24-Oct-18
L.calcarifer,LC2,LC2_21_1.0_10,28A,A,28,1,8:01:00,9:00:00,21:09:00,0:59:00,59,12:09:00,12.15,40.21,6-Jul-18,21,,,,,2.17,0.336459734,-6.481677714,,,1.0514723,0.564897,17-Oct-18,25.653409,17-Oct-18
L.calcarifer,LC2,LC2_21_1.0_11,28B,B,28,1,7:34:00,9:00:00,21:38:00,1:26:00,86,12:38:00,12.63,40.83,6-Jul-18,21,,,,,4.33,0.636487896,-4.321677714,,,2.034075574,0.5307655,23-Oct-18,35.596233,23-Oct-18
L.calcarifer,LC2,LC2_21_1.0_12,28B,B,28,1,7:32:00,9:00:00,21:41:00,1:28:00,88,12:41:00,12.68,40.93,6-Jul-18,21,,,,,3.36,0.526339277,-5.291677714,,,1.474669076,0.4632745,24-Oct-18,34.2834455,24-Oct-18
L.calcarifer,LC2,LC2_21_5.0_01,30B,B,30,5,6:43:00,9:00:00,11:32:00,2:17:00,137,2:32:00,2.53,40.72,6-Jul-18,21,,,,,3.24,0.51054501,-5.411677714,,,1.572287212,0.399365,1-Nov-18,20.131889,1-Nov-18
L.calcarifer,LC2,LC2_21_5.0_02,30A,A,30,5,7:05:00,9:00:00,11:45:00,1:55:00,115,2:45:00,2.75,41.74,6-Jul-18,21,,,,,12.94,1.111934276,4.288322286,,,3.864832914,0.241495,1-Nov-18,2.1535285,1-Nov-18
L.calcarifer,LC2,LC2_21_5.0_03,28A,A,28,5,8:02:00,9:00:00,11:45:00,0:58:00,58,2:45:00,2.75,41.55,6-Jul-18,21,,,,,1.08,0.033423755,-7.571677714,,,0.48756965,0.7595365,24-Oct-18,42.5942935,24-Oct-18
L.calcarifer,LC2,LC2_21_5.0_04,30A,A,30,5,7:04:00,9:00:00,11:45:00,1:56:00,116,2:45:00,2.75,41.7,6-Jul-18,21,,,,,5.46,0.737192643,-3.191677714,,,2.246715738,0.382841,1-Nov-18,2.0575965,1-Nov-18
L.calcarifer,LC2,LC2_21_5.0_05,28B,B,28,5,7:45:00,9:00:00,11:45:00,1:15:00,75,2:45:00,2.75,41.65,6-Jul-18,21,,,,,8.38,0.923244019,-0.271677714,,,2.593138036,0.4142795,1-Nov-18,3.0317355,1-Nov-18
L.calcarifer,LC2,LC2_21_5.0_06,28B,B,28,5,7:45:00,9:00:00,11:45:00,1:15:00,75,2:45:00,2.75,41.61,6-Jul-18,21,,,,,3.02,0.480006943,-5.631677714,,,1.424653932,0.400716,1-Nov-18,16.6958335,1-Nov-18
L.calcarifer,LC2,LC2_21_5.0_07,28A,A,28,5,8:04:00,9:00:00,11:45:00,0:56:00,56,2:45:00,2.75,41.89,6-Jul-18,21,,,,,3.31,0.519827994,-5.341677714,,,1.333657236,0.6557865,26-Oct-18,31.5874115,26-Oct-18
L.calcarifer,LC2,LC2_21_5.0_08,30B,B,30,5,6:45:00,9:00:00,11:45:00,2:15:00,135,2:45:00,2.75,42.21,6-Jul-18,21,,,,,7.59,0.880241776,-1.061677714,,,2.514693622,0.5096235,24-Oct-18,10.145241,17-Oct-18
L.calcarifer,LC2,LC2_21_5.0_09,28A,A,28,5,8:04:00,9:00:00,11:45:00,0:56:00,56,2:45:00,2.75,42.32,6-Jul-18,21,,,,,3.62,0.558708571,-5.031677714,,,1.329647768,0.437428,24-Oct-18,40.4903695,24-Oct-18
L.calcarifer,LC2,LC2_21_5.0_10,30B,B,30,5,6:44:00,9:00:00,11:45:00,2:16:00,136,2:45:00,2.75,42.24,6-Jul-18,21,,,,,3.68,0.565847819,-4.971677714,,,1.464862226,0.5709325,23-Oct-18,42.5973975,23-Oct-18
L.calcarifer,LC2,LC2_21_5.0_11,28B,B,28,5,7:43:00,9:00:00,11:45:00,1:17:00,77,2:45:00,2.75,42.18,6-Jul-18,21,,,,,2.49,0.396199347,-6.161677714,,,1.164436374,0.551188,23-Oct-18,34.580364,23-Oct-18
L.calcarifer,LC2,LC2_21_5.0_12,30A,A,30,5,7:03:00,9:00:00,12:00:00,1:57:00,117,3:00:00,3,42.56,6-Jul-18,21,,,,,6.79,0.831869774,-1.861677714,,,2.122674082,0.5581235,26-Oct-18,26.6219825,26-Oct-18
