Species,BP,ID,Tank,Rep_tank,Treatment,Rate,Time_load,Time_start,Time_end,Acc_time,Acc_time_min,Trial_time,Trial_time_h,CTmax,Date,Age,M1,M2,M3,SL,BW,logBW,BW_centred_all,Mean_BW,CI,Protein,CS,CS_date,LDH,LDH_date
A.melanopus,AM5,C3_07_0.5_01,28B,B,28,0.5,7:19:00,7:45:00,10:50:00,0:26:00,26,3:05:00,3.08,30.06,21-Sep-17,7,4.637,4.657,4.645,4.65,0.4276,-0.368962303,-8.224077714,8.651677714,0.004252838,0.314469853,0.749038,17-Apr-18,60.879598,17-Apr-18
A.melanopus,AM5,C3_07_0.5_02,30B,B,30,0.5,6:51:00,7:45:00,19:38:00,0:54:00,54,11:53:00,11.88,34.47,21-Sep-17,7,5.629,5.567,5.616,5.6,0.9226,-0.03498655,-7.729077714,,0.005253508,0.346082557,1.411681,18-Apr-18,134.362803,18-Apr-18
A.melanopus,AM5,C3_07_0.5_03,30A,A,30,0.5,6:35:00,7:45:00,17:41:00,1:10:00,70,9:56:00,9.93,33.45,21-Sep-17,7,4.771,4.812,4.779,4.79,0.4437,-0.352910571,-8.207977714,,0.004037224,0.320148623,0.859727,16-Apr-18,63.156621,16-Apr-18
A.melanopus,AM5,C3_07_0.5_04,30A,A,30,0.5,6:37:00,7:45:00,20:33:00,1:08:00,68,12:48:00,12.8,34.95,21-Sep-17,7,5.12,5.149,5.153,5.14,0.6777,-0.168962514,-7.973977714,,0.004990547,0.682786625,0.497815,1-May-18,39.889889,1-May-18
A.melanopus,AM5,C3_07_0.5_05,28B,B,28,0.5,7:20:00,7:45:00,15:34:00,0:25:00,25,7:49:00,7.82,32.32,21-Sep-17,7,4.757,4.743,4.677,4.73,0.4441,-0.352519227,-8.207577714,,0.004196598,0.417612508,0.641717,20-Apr-18,61.58606,20-Apr-18
A.melanopus,AM5,C3_07_0.5_06,30B,B,30,0.5,6:52:00,7:45:00,19:36:00,0:53:00,53,11:51:00,11.85,34.34,21-Sep-17,7,4.69,4.696,4.661,4.68,0.5106,-0.29191919,-8.141077714,,0.004981306,0.179929342,1.207522,18-Apr-18,100.764612,18-Apr-18
A.melanopus,AM5,C3_07_0.5_07,28A,A,28,0.5,7:09:00,7:45:00,13:35:00,0:36:00,36,5:50:00,5.83,31.36,21-Sep-17,7,4.339,4.407,4.349,4.37,0.2609,-0.583525921,-8.390777714,,0.003126294,0.618045942,0.223227,17-Apr-18,11.331221,17-Apr-18
A.melanopus,AM5,C3_07_0.5_08,30A,A,30,0.5,6:36:00,7:45:00,19:34:00,1:09:00,69,11:49:00,11.82,34.33,21-Sep-17,7,4.78,4.748,4.762,4.76,0.5251,-0.279757982,-8.126577714,,0.004868791,0.285386917,0.748195,20-Apr-18,98.908773,20-Apr-18
A.melanopus,AM5,C3_07_0.5_09,30B,B,30,0.5,6:53:00,7:45:00,21:02:00,0:52:00,52,13:17:00,13.28,35.11,21-Sep-17,7,4.721,4.651,4.666,4.68,0.5821,-0.235002401,-8.069577714,,0.005678845,0.475216405,0.407591,1-May-18,36.028384,1-May-18
A.melanopus,AM5,C3_07_0.5_10,28A,A,28,0.5,7:08:00,7:45:00,20:04:00,0:37:00,37,12:19:00,12.32,34.54,21-Sep-17,7,4.917,4.919,4.881,4.91,0.5018,-0.299469343,-8.149877714,,0.004239222,0.58137609,0.430442,16-Apr-18,48.838575,16-Apr-18
A.melanopus,AM5,C3_07_0.5_11,28A,A,28,0.5,7:07:00,7:45:00,20:47:00,0:38:00,38,13:02:00,13.03,35.01,21-Sep-17,7,4.978,4.952,4.912,4.95,0.5317,-0.27433334,-8.119977714,,0.004383803,0.433919987,0.551335,16-Apr-18,76.766689,16-Apr-18
A.melanopus,AM5,C3_07_0.5_12,28B,B,28,0.5,7:20:00,7:45:00,19:49:00,0:25:00,25,12:04:00,12.07,34.25,21-Sep-17,7,,,,,0.4494,-0.347366932,-8.202277714,,,0.304411763,0.568928,16-Apr-18,51.925427,16-Apr-18
A.melanopus,AM5,C3_07_1.0_01,28B,B,28,1,7:21:00,7:45:00,10:57:00,0:24:00,24,3:12:00,3.2,31.3,21-Sep-17,7,5.064,5.113,5.095,5.09,0.7634,-0.117247844,-7.888277714,,0.005788937,0.422867844,0.488894,20-Apr-18,81.365138,20-Apr-18
A.melanopus,AM5,C3_07_1.0_02,30A,A,30,1,6:44:00,7:45:00,11:49:00,1:01:00,61,4:04:00,4.07,32.56,21-Sep-17,7,4.447,4.364,4.372,4.39,0.4353,-0.361211333,-8.216377714,,0.005145115,0.523358593,0.592816,1-May-18,35.363526,1-May-18
A.melanopus,AM5,C3_07_1.0_03,30A,A,30,1,6:38:00,7:45:00,13:35:00,1:07:00,67,5:50:00,5.83,34.41,21-Sep-17,7,4.4,4.373,4.382,4.39,0.2538,-0.595508382,-8.397877714,,0.00299984,0.20070687,0.626016,16-Apr-18,19.311091,16-Apr-18
A.melanopus,AM5,C3_07_1.0_04,30B,B,30,1,6:54:00,7:45:00,15:04:00,0:51:00,51,7:19:00,7.32,35.78,21-Sep-17,7,5.034,4.988,5.052,5.02,0.811,-0.090979146,-7.840677714,,0.006410763,0.421017115,0.784258,18-Apr-18,67.026856,18-Apr-18
A.melanopus,AM5,C3_07_1.0_05,28B,B,28,1,7:22:00,7:45:00,15:04:00,0:23:00,23,7:19:00,7.32,35.89,21-Sep-17,7,5.001,5.017,4.99,5,0.554,-0.256490235,-8.097677714,,0.004432,0.602782593,0.542259,17-Apr-18,55.796967,17-Apr-18
A.melanopus,AM5,C3_07_1.0_06,28B,B,28,1,7:22:00,7:45:00,14:48:00,0:23:00,23,7:03:00,7.05,35.53,21-Sep-17,7,4.576,4.615,4.585,4.59,0.3123,-0.505428016,-8.339377714,,0.00322949,0.269542305,0.865407,20-Apr-18,77.210064,20-Apr-18
A.melanopus,AM5,C3_07_1.0_07,28A,A,28,1,7:11:00,7:45:00,14:07:00,0:34:00,34,6:22:00,6.37,34.92,21-Sep-17,7,4.522,4.571,4.524,4.54,0.5236,-0.281000362,-8.128077714,,0.005595412,0.359725211,0.780292,20-Apr-18,92.185637,20-Apr-18
A.melanopus,AM5,C3_07_1.0_08,30B,B,30,1,6:57:00,7:45:00,15:03:00,0:48:00,48,7:18:00,7.3,35.66,21-Sep-17,7,5.3,5.315,5.305,5.31,0.7376,-0.132179092,-7.914077714,,0.004926487,0.656502935,0.629037,16-Apr-18,48.045455,16-Apr-18
A.melanopus,AM5,C3_07_1.0_09,28A,A,28,1,7:10:00,7:45:00,14:19:00,0:35:00,35,6:34:00,6.57,35.03,21-Sep-17,7,4.77,4.801,4.837,4.8,0.4857,-0.313631897,-8.165977714,,0.004391819,0.559822768,0.522725,16-Apr-18,45.441336,16-Apr-18
A.melanopus,AM5,C3_07_1.0_10,28A,A,28,1,7:10:00,7:45:00,14:34:00,0:35:00,35,6:49:00,6.82,35.27,21-Sep-17,7,4.596,4.632,4.564,4.6,0.3629,-0.440213032,-8.288777714,,0.003728323,0.221401527,1.020923,18-Apr-18,65.951221,18-Apr-18
A.melanopus,AM5,C3_07_1.0_11,30B,B,30,1,6:58:00,7:45:00,15:18:00,0:47:00,47,7:33:00,7.55,35.95,21-Sep-17,7,5.429,5.4,5.378,5.4,0.7774,-0.109355464,-7.874277714,,0.004937001,0.763017011,0.588228,16-Apr-18,70.34327,16-Apr-18
A.melanopus,AM5,C3_07_1.0_12,30A,A,30,1,6:39:00,7:45:00,15:33:00,1:06:00,66,7:48:00,7.8,36.21,21-Sep-17,7,4.945,4.899,4.929,4.92,0.6223,-0.206000199,-8.029377714,,0.005225219,0.5229706,0.683889,17-Apr-18,71.090168,17-Apr-18
A.melanopus,AM5,C3_07_5.0_01,28B,B,28,5,7:24:00,7:45:00,9:49:00,0:21:00,21,2:04:00,2.07,38.16,21-Sep-17,7,4.769,4.768,4.768,4.77,0.6276,-0.202317065,-8.024077714,,0.005782662,0.630585719,0.473645,17-Apr-18,47.457603,17-Apr-18
A.melanopus,AM5,C3_07_5.0_02,30B,B,30,5,6:59:00,7:45:00,9:19:00,0:46:00,46,1:34:00,1.57,35.84,21-Sep-17,7,5.278,5.223,5.169,5.22,0.6625,-0.178814117,-7.989177714,,0.004657731,0.879392201,0.549405,1-May-18,33.024767,1-May-18
A.melanopus,AM5,C3_07_5.0_03,30A,A,30,5,6:45:00,7:45:00,9:49:00,1:00:00,60,2:04:00,2.07,38.14,21-Sep-17,7,,,,,0.5085,-0.293709043,-8.143177714,,,0.315358051,0.893942,20-Apr-18,85.883259,20-Apr-18
A.melanopus,AM5,C3_07_5.0_04,28A,A,28,5,7:14:00,7:45:00,9:50:00,0:31:00,31,2:05:00,2.08,38.11,21-Sep-17,7,4.652,4.687,4.673,4.67,0.5569,-0.254222782,-8.094777714,,0.005467976,0.333274415,1.241102,18-Apr-18,95.467411,18-Apr-18
A.melanopus,AM5,C3_07_5.0_05,30B,B,30,5,6:58:00,7:45:00,9:50:00,0:47:00,47,2:05:00,2.08,38.12,21-Sep-17,7,4.92,4.803,4.852,4.86,0.7188,-0.143391932,-7.932877714,,0.006261801,0.874386923,0.466195,16-Apr-18,54.766394,16-Apr-18
A.melanopus,AM5,C3_07_5.0_06,30A,A,30,5,6:46:00,7:45:00,9:34:00,0:59:00,59,1:49:00,1.82,36.84,21-Sep-17,7,5.088,5.082,5.064,5.08,0.5637,-0.248951965,-8.087977714,,0.004299886,0.421848322,0.927537,18-Apr-18,86.714792,18-Apr-18
A.melanopus,AM5,C3_07_5.0_07,30A,A,30,5,6:46:00,7:45:00,9:50:00,0:59:00,59,2:05:00,2.08,38.15,21-Sep-17,7,,,,,0.5078,-0.294307303,-8.143877714,,,0.408085253,0.73075,16-Apr-18,81.316518,16-Apr-18
A.melanopus,AM5,C3_07_5.0_08,28A,A,28,5,7:12:00,7:45:00,9:51:00,0:33:00,33,2:06:00,2.1,38.17,21-Sep-17,7,,,,,0.5698,-0.244277555,-8.081877714,,,0.460415599,0.625788,16-Apr-18,61.234942,16-Apr-18
A.melanopus,AM5,C3_07_5.0_09,30B,B,30,5,7:00:00,7:45:00,9:35:00,0:45:00,45,1:50:00,1.83,37.22,21-Sep-17,7,4.824,4.871,4.868,4.85,0.5195,-0.284414448,-8.132177714,,0.004553657,0.786051708,0.486755,1-May-18,36.190717,1-May-18
A.melanopus,AM5,C3_07_5.0_10,28A,A,28,5,7:13:00,7:45:00,9:51:00,0:32:00,32,2:06:00,2.1,38.15,21-Sep-17,7,,,,,0.4971,-0.303556237,-8.154577714,,,0.49475814,0.676719,20-Apr-18,72.286983,20-Apr-18
A.melanopus,AM5,C3_07_5.0_11,28B,B,28,5,7:24:00,7:45:00,8:51:00,0:21:00,21,1:06:00,1.1,33.24,21-Sep-17,7,5.171,5.182,5.227,5.19,0.1697,-0.770318158,-8.481977714,,0.001213891,0.065671596,1.858233,17-Apr-18,79.10617,17-Apr-18
A.melanopus,AM5,C3_07_5.0_12,28B,B,28,5,7:23:00,7:45:00,9:52:00,0:22:00,22,2:07:00,2.12,38.1,21-Sep-17,7,,,,,0.1892,-0.723078868,-8.462477714,,,0.115940124,0.546526,16-Apr-18,29.794424,16-Apr-18
A.melanopus,AM5,C3_07_Control_01,30B,B,30,Control,6:49:00,7:45:00,21:02:00,0:56:00,56,13:17:00,13.28,,21-Sep-17,7,,,,,0.524,-0.280668713,-8.127677714,,,,,,,
A.melanopus,AM5,C3_07_Control_02,30B,B,30,Control,6:50:00,7:45:00,21:02:00,0:55:00,55,13:17:00,13.28,,21-Sep-17,7,4.891,4.937,4.856,4.89,0.412,-0.385102784,-8.239677714,,0.00352347,0.29726049,0.602886,16-Apr-18,71.917926,16-Apr-18
A.melanopus,AM5,C3_07_Control_03,28B,B,28,Control,7:17:00,7:45:00,21:02:00,0:28:00,28,13:17:00,13.28,,21-Sep-17,7,4.645,4.616,4.591,4.62,0.3285,-0.483464626,-8.323177714,,0.003331267,,,,,
A.melanopus,AM5,C3_07_Control_04,28A,A,28,Control,7:04:00,7:45:00,21:02:00,0:41:00,41,13:17:00,13.28,,21-Sep-17,7,4.823,4.823,4.87,4.84,0.4871,-0.31238187,-8.164577714,,0.004296176,0.127449962,2.009778,18-Apr-18,137.704425,18-Apr-18
A.melanopus,AM5,C3_07_Control_05,30B,B,30,Control,6:50:00,7:45:00,21:02:00,0:55:00,55,13:17:00,13.28,,21-Sep-17,7,5.316,5.341,5.303,5.32,0.6299,-0.200728392,-8.021777714,,0.004183471,0.244462717,1.443494,17-Apr-18,118.00368,17-Apr-18
A.melanopus,AM5,C3_07_Control_06,30A,A,30,Control,6:32:00,7:45:00,21:02:00,1:13:00,73,13:17:00,13.28,,21-Sep-17,7,4.844,4.841,4.835,4.84,0.5656,-0.247490599,-8.086077714,,0.004988538,0.304573462,0.511219,16-Apr-18,82.859347,16-Apr-18
A.melanopus,AM5,C3_07_Control_07,28B,B,28,Control,7:17:00,7:45:00,21:02:00,0:28:00,28,13:17:00,13.28,,21-Sep-17,7,4.954,4.967,4.936,4.95,0.5087,-0.293538262,-8.142977714,,0.004194171,0.387933337,0.669253,20-Apr-18,81.396974,20-Apr-18
A.melanopus,AM5,C3_07_Control_08,28A,A,28,Control,7:05:00,7:45:00,21:02:00,0:40:00,40,13:17:00,13.28,,21-Sep-17,7,5.131,5.188,5.11,5.14,0.6583,-0.181576145,-7.993377714,,0.004847686,0.60058353,0.552344,20-Apr-18,64.471311,20-Apr-18
A.melanopus,AM5,C3_07_Control_09,28A,A,28,Control,7:06:00,7:45:00,21:02:00,0:39:00,39,13:17:00,13.28,,21-Sep-17,7,4.674,4.622,4.606,4.63,0.4128,-0.384260311,-8.238877714,,0.004159075,0.403451204,0.462659,17-Apr-18,38.980317,17-Apr-18
A.melanopus,AM5,C3_07_Control_10,30A,A,30,Control,6:34:00,7:45:00,21:02:00,1:11:00,71,13:17:00,13.28,,21-Sep-17,7,5.137,5.117,5.105,5.12,0.6088,-0.215525356,-8.042877714,,0.004535913,0.479909761,0.8,16-Apr-18,67.531532,16-Apr-18
A.melanopus,AM5,C3_07_Control_11,28B,B,28,Control,7:18:00,7:45:00,21:02:00,0:27:00,27,13:17:00,13.28,,21-Sep-17,7,4.942,4.932,5.002,4.96,0.5013,-0.299902295,-8.150377714,,0.00410821,0.623732677,0.407179,1-May-18,31.571535,1-May-18
A.melanopus,AM5,C3_07_Control_12,30A,A,30,Control,6:34:00,7:45:00,21:02:00,1:11:00,71,13:17:00,13.28,,21-Sep-17,7,5.151,5.169,5.199,5.17,0.6567,-0.182632984,-7.994977714,,0.004752207,0.30647429,1.224997,18-Apr-18,129.757615,18-Apr-18
A.melanopus,AM5,C3_14_0.5_01,30A,A,30,0.5,6:44:00,8:30:00,0:03:00,1:46:00,106,15:33:00,15.55,36.14,28-Sep-17,14,6.361,6.347,6.353,6.35,1.68,0.225309282,-6.971677714,,0.006561273,1.401227038,0.408785,20-Apr-18,61.10263,20-Apr-18
A.melanopus,AM5,C3_14_0.5_02,30A,A,30,0.5,6:42:00,8:30:00,23:18:00,1:48:00,108,14:48:00,14.8,35.84,28-Sep-17,14,6.355,6.268,6.334,6.32,1.54,0.187520721,-7.111677714,,0.006100557,1.289854032,0.728755,16-Apr-18,30.578125,16-Apr-18
A.melanopus,AM5,C3_14_0.5_03,28B,B,28,0.5,7:43:00,8:30:00,23:18:00,0:47:00,47,14:48:00,14.8,36.03,28-Sep-17,14,6.337,6.342,6.325,6.33,1.74,0.240549248,-6.911677714,,0.006860221,1.103665416,0.565879,16-Apr-18,46.820792,16-Apr-18
A.melanopus,AM5,C3_14_0.5_04,28A,A,28,0.5,8:05:00,8:30:00,0:03:00,0:25:00,25,15:33:00,15.55,36.32,28-Sep-17,14,6.604,6.594,6.575,6.59,2.59,0.413299764,-6.061677714,,0.009049895,1.672310018,0.606529,18-Apr-18,55.244353,18-Apr-18
A.melanopus,AM5,C3_14_0.5_05,30B,B,30,0.5,7:19:00,8:30:00,0:18:00,1:11:00,71,15:48:00,15.8,36.29,28-Sep-17,14,6.531,6.522,6.511,6.52,2.45,0.389166084,-6.201677714,,0.00883941,1.345877574,0.532716,20-Apr-18,93.803385,20-Apr-18
A.melanopus,AM5,C3_14_0.5_06,30B,B,30,0.5,7:17:00,8:30:00,0:17:00,1:13:00,73,15:47:00,15.78,36.46,28-Sep-17,14,6.229,6.215,6.224,6.22,2.14,0.330413773,-6.511677714,,0.008892884,1.216510918,0.593516,1-May-18,40.765315,1-May-18
A.melanopus,AM5,C3_14_0.5_07,28A,A,28,0.5,8:08:00,8:30:00,23:47:00,0:22:00,22,15:17:00,15.28,36.06,28-Sep-17,14,6.386,6.422,6.412,6.41,2,0.301029996,-6.651677714,,0.007593743,1.164782661,0.512262,18-Apr-18,63.469932,18-Apr-18
A.melanopus,AM5,C3_14_0.5_08,30B,B,30,0.5,7:18:00,8:30:00,23:47:00,1:12:00,72,15:17:00,15.28,36.16,28-Sep-17,14,6.229,6.162,6.193,6.19,1.88,0.274157849,-6.771677714,,0.007926581,1.442008859,0.461552,1-May-18,27.61635,1-May-18
A.melanopus,AM5,C3_14_0.5_09,28B,B,28,0.5,7:42:00,8:30:00,23:33:00,0:48:00,48,15:03:00,15.05,36.07,28-Sep-17,14,5.8,5.792,5.818,5.8,1.34,0.127104798,-7.311677714,,0.00686785,1.130638861,0.434661,17-Apr-18,37.66769,17-Apr-18
A.melanopus,AM5,C3_14_0.5_10,30A,A,30,0.5,6:45:00,8:30:00,0:03:00,1:45:00,105,15:33:00,15.55,36.35,28-Sep-17,14,6.746,6.73,6.733,6.74,2.35,0.371067862,-6.301677714,,0.007675173,1.300759767,0.371666,16-Apr-18,47.269556,16-Apr-18
A.melanopus,AM5,C3_14_0.5_11,28B,B,28,0.5,7:46:00,8:30:00,20:17:00,0:44:00,44,11:47:00,11.78,34.37,28-Sep-17,14,5.167,5.167,5.216,5.18,0.59,-0.229147988,-8.061677714,,0.004244854,1.188782292,0.474221,16-Apr-18,29.905308,16-Apr-18
A.melanopus,AM5,C3_14_0.5_12,28A,A,28,0.5,8:08:00,8:30:00,23:33:00,0:22:00,22,15:03:00,15.05,35.82,28-Sep-17,14,6.427,6.438,6.413,6.43,2.02,0.305351369,-6.631677714,,0.007598335,1.469212843,0.401716,17-Apr-18,46.30955,17-Apr-18
A.melanopus,AM5,C3_14_1.0_01,30A,A,30,1,6:48:00,8:30:00,,,,,,,28-Sep-17,14,,,,,,,,,,,,,,
A.melanopus,AM5,C3_14_1.0_02,28A,A,28,1,8:09:00,8:30:00,16:46:00,0:21:00,21,8:16:00,8.27,36.72,28-Sep-17,14,6.023,6.103,6.03,6.05,1.88,0.274157849,-6.771677714,,0.008489688,1.137069469,0.761771,18-Apr-18,48.824994,18-Apr-18
A.melanopus,AM5,C3_14_1.0_03,28B,B,28,1,7:47:00,8:30:00,16:09:00,0:43:00,43,7:39:00,7.65,35.55,28-Sep-17,14,5.788,5.675,5.647,5.7,1.37,0.136720567,-7.281677714,,0.007397688,0.927383946,0.596134,16-Apr-18,77.384956,16-Apr-18
A.melanopus,AM5,C3_14_1.0_04,28B,B,28,1,7:49:00,8:30:00,16:19:00,0:41:00,41,7:49:00,7.82,35.97,28-Sep-17,14,6.227,6.2,6.23,6.22,1.95,0.290034611,-6.701677714,,0.008103329,1.227514615,0.474263,20-Apr-18,64.410994,20-Apr-18
A.melanopus,AM5,C3_14_1.0_05,30B,B,30,1,7:20:00,8:30:00,16:19:00,1:10:00,70,7:49:00,7.82,36.26,28-Sep-17,14,6.014,6.018,5.971,6,1.83,0.26245109,-6.821677714,,0.008472222,1.36267013,0.419355,17-Apr-18,37.717594,17-Apr-18
A.melanopus,AM5,C3_14_1.0_06,30A,A,30,1,6:49:00,8:30:00,16:09:00,1:41:00,101,7:39:00,7.65,35.2,28-Sep-17,14,6.436,6.451,6.462,6.45,1.48,0.170261715,-7.171677714,,0.005515471,1.335467967,0.356363,20-Apr-18,67.928685,20-Apr-18
A.melanopus,AM5,C3_14_1.0_07,30A,A,30,1,6:47:00,8:30:00,16:31:00,1:43:00,103,8:01:00,8.02,36.4,28-Sep-17,14,6.286,6.257,6.215,6.25,1.68,0.225309282,-6.971677714,,0.00688128,1.510474952,0.324127,17-Apr-18,34.131442,17-Apr-18
A.melanopus,AM5,C3_14_1.0_08,30B,B,30,1,7:22:00,8:30:00,16:09:00,1:08:00,68,7:39:00,7.65,35.9,28-Sep-17,14,5.712,5.665,5.706,5.69,1.15,0.06069784,-7.501677714,,0.006242536,0.747127918,0.61783,16-Apr-18,78.997412,16-Apr-18
A.melanopus,AM5,C3_14_1.0_09,28A,A,28,1,8:09:00,8:30:00,16:32:00,0:21:00,21,8:02:00,8.03,36.37,28-Sep-17,14,5.971,5.955,5.982,5.97,1.52,0.181843588,-7.131677714,,0.007143657,0.896132823,0.749489,18-Apr-18,70.622492,18-Apr-18
A.melanopus,AM5,C3_14_1.0_10,28B,B,28,1,7:52:00,8:30:00,16:18:00,0:38:00,38,7:48:00,7.8,36.2,28-Sep-17,14,5.688,5.809,5.631,5.71,1.18,0.071882007,-7.471677714,,0.006338313,1.164539048,0.510821,16-Apr-18,41.123123,16-Apr-18
A.melanopus,AM5,C3_14_1.0_11,28A,A,28,1,8:10:00,8:30:00,16:32:00,0:20:00,20,8:02:00,8.03,36.3,28-Sep-17,14,5.964,6.026,6.001,6,1.64,0.214843848,-7.011677714,,0.007592593,1.087297354,0.597505,1-May-18,50.340283,1-May-18
A.melanopus,AM5,C3_14_1.0_12,30B,B,30,1,7:19:00,8:30:00,16:33:00,1:11:00,71,8:03:00,8.05,36.18,28-Sep-17,14,5.915,5.943,5.902,5.92,1.39,0.1430148,-7.261677714,,0.006699612,0.964940113,0.550744,16-Apr-18,40.38716,16-Apr-18
A.melanopus,AM5,C3_14_5.0_01,30B,B,30,5,7:24:00,8:30:00,10:32:00,1:06:00,66,2:02:00,2.03,37.85,28-Sep-17,14,5.758,5.732,5.688,5.73,1.7,0.230448921,-6.951677714,,0.009036184,1.138741486,0.390576,18-Apr-18,41.532479,17-Apr-18
A.melanopus,AM5,C3_14_5.0_02,28B,B,28,5,7:53:00,8:30:00,10:32:00,0:37:00,37,2:02:00,2.03,37.93,28-Sep-17,14,5.667,5.681,5.716,5.69,1.47,0.167317335,-7.181677714,,0.007979589,1.517187908,0.377161,16-Apr-18,33.429823,16-Apr-18
A.melanopus,AM5,C3_14_5.0_03,30A,A,30,5,6:59:00,8:30:00,10:32:00,1:31:00,91,2:02:00,2.03,37.88,28-Sep-17,14,5.505,5.516,5.509,5.51,1.14,0.056904851,-7.511677714,,0.006814752,1.111606429,0.487435,16-Apr-18,36.831678,16-Apr-18
A.melanopus,AM5,C3_14_5.0_04,28A,A,28,5,8:13:00,8:30:00,10:33:00,0:17:00,17,2:03:00,2.05,37.83,28-Sep-17,14,5.955,5.895,5.923,5.92,2.25,0.352182518,-6.401677714,,0.010844696,1.279640338,0.573977,18-Apr-18,44.113699,18-Apr-18
A.melanopus,AM5,C3_14_5.0_05,28B,B,28,5,7:56:00,8:30:00,10:05:00,0:34:00,34,1:35:00,1.58,35.2,28-Sep-17,14,5.997,6.018,6.008,6.01,1.29,0.11058971,-7.361677714,,0.00594246,0.703199253,0.76135,18-Apr-18,70.239606,18-Apr-18
A.melanopus,AM5,C3_14_5.0_06,28A,A,28,5,8:14:00,8:30:00,10:33:00,0:16:00,16,2:03:00,2.05,37.71,28-Sep-17,14,6.084,6.086,6.048,6.07,2.43,0.385606274,-6.221677714,,0.010865262,1.562239833,0.390551,17-Apr-18,40.91288,17-Apr-18
A.melanopus,AM5,C3_14_5.0_07,30B,B,30,5,7:31:00,8:30:00,10:33:00,0:59:00,59,2:03:00,2.05,37.61,28-Sep-17,14,6.049,6.034,5.992,6.03,1.95,0.290034611,-6.701677714,,0.008893704,1.296273457,0.500282,16-Apr-18,41.968167,16-Apr-18
A.melanopus,AM5,C3_14_5.0_08,28B,B,28,5,7:57:00,8:30:00,10:18:00,0:33:00,33,1:48:00,1.8,36.87,28-Sep-17,14,5.285,5.256,5.299,5.28,0.88,-0.055517328,-7.771677714,,0.005978344,0.715369941,0.71234,20-Apr-18,57.652686,20-Apr-18
A.melanopus,AM5,C3_14_5.0_09,30B,B,30,5,7:33:00,8:30:00,10:33:00,0:57:00,57,2:03:00,2.05,37.83,28-Sep-17,14,6.144,6.143,6.096,6.13,2.86,0.456366033,-5.791677714,,0.012416083,1.50301952,0.553487,1-May-18,50.758195,1-May-18
A.melanopus,AM5,C3_14_5.0_10,28A,A,28,5,8:13:00,8:30:00,10:19:00,0:17:00,17,1:49:00,1.82,36.84,28-Sep-17,14,6.517,6.449,6.498,6.49,2.16,0.334453751,-6.491677714,,0.007901684,1.256209274,0.581251,1-May-18,35.666187,1-May-18
A.melanopus,AM5,C3_14_5.0_11,30A,A,30,5,6:56:00,8:30:00,10:34:00,1:34:00,94,2:04:00,2.07,37.95,28-Sep-17,14,6.409,6.431,6.43,6.42,2.35,0.371067862,-6.301677714,,0.008881019,1.093242911,0.675423,16-Apr-18,68.379185,16-Apr-18
A.melanopus,AM5,C3_14_5.0_12,30A,A,30,5,6:55:00,8:30:00,10:34:00,1:35:00,95,2:04:00,2.07,37.95,28-Sep-17,14,5.238,5.236,5.281,5.25,0.94,-0.026872146,-7.711677714,,0.006496059,0.656932406,0.662953,20-Apr-18,57.957622,20-Apr-18
A.melanopus,AM5,C3_14_Control_01,28A,A,28,Control,8:01:00,8:30:00,17:34:00,0:29:00,29,9:04:00,9.07,,28-Sep-17,14,6.12,6.18,6.115,6.14,1.69,0.227886705,-6.961677714,,0.007300987,1.134599971,0.541358,16-Apr-18,45.106569,16-Apr-18
A.melanopus,AM5,C3_14_Control_02,30B,B,30,Control,7:17:00,8:30:00,0:17:00,1:13:00,73,15:47:00,15.78,,28-Sep-17,14,6.579,6.563,6.595,6.58,2.22,0.346352974,-6.431677714,,0.007792473,1.675846154,0.353145,16-Apr-18,38.017429,16-Apr-18
A.melanopus,AM5,C3_14_Control_03,30A,A,30,Control,6:41:00,8:30:00,0:17:00,1:49:00,109,15:47:00,15.78,,28-Sep-17,14,6.644,6.665,6.699,6.67,1.78,0.250420002,-6.871677714,,0.005998498,1.356508082,0.471563,18-Apr-18,27.651481,18-Apr-18
A.melanopus,AM5,C3_14_Control_04,28A,A,28,Control,8:03:00,8:30:00,0:17:00,0:27:00,27,15:47:00,15.78,,28-Sep-17,14,6.038,6.044,6.059,6.05,1.92,0.283301229,-6.731677714,,0.00867032,1.30436909,0.4454,1-May-18,25.17649,1-May-18
A.melanopus,AM5,C3_14_Control_05,28B,B,28,Control,7:40:00,8:30:00,0:17:00,0:50:00,50,15:47:00,15.78,,28-Sep-17,14,5.846,5.822,5.885,5.85,1.34,0.127104798,-7.311677714,,0.006693252,1.357495131,0.478959,16-Apr-18,36.815656,16-Apr-18
A.melanopus,AM5,C3_14_Control_06,30A,A,30,Control,6:36:00,8:30:00,0:17:00,1:54:00,114,15:47:00,15.78,,28-Sep-17,14,6.594,6.644,6.679,6.64,2.13,0.328379603,-6.521677714,,0.00727571,1.431007273,0.468978,20-Apr-18,64.292824,20-Apr-18
A.melanopus,AM5,C3_14_Control_07,28A,A,28,Control,8:03:00,8:30:00,0:17:00,0:27:00,27,15:47:00,15.78,,28-Sep-17,14,6.197,6.239,6.19,6.21,1.8,0.255272505,-6.851677714,,0.007516189,1.253982605,0.44043,17-Apr-18,32.711034,17-Apr-18
A.melanopus,AM5,C3_14_Control_08,30B,B,30,Control,7:12:00,8:30:00,0:17:00,1:18:00,78,15:47:00,15.78,,28-Sep-17,14,6.704,6.739,6.723,6.72,2.25,0.352182518,-6.401677714,,0.007414378,1.638593029,0.401959,20-Apr-18,54.400804,20-Apr-18
